@relation 'readsb-hist_filtered_by_Taiwan_manual_edges-weka.filters.unsupervised.attribute.Remove-R1-11,14,16-18,20-29_clustered'

@attribute Instance_number numeric
@attribute gs numeric
@attribute track numeric
@attribute squawk numeric
@attribute nav_heading numeric
@attribute ecef_x numeric
@attribute ecef_y numeric
@attribute ecef_z numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19}

@data
6801,487.2,36.82,3506,30.94,-3007155.651837,4947406.258026,2687182.323,cluster18
6802,523.2,36.61,3546,30.94,-2978248.97778,4997083.682077,2625164.353248,cluster5
6803,487.8,36.92,3506,30.94,-3007566.177217,4946676.744879,2688065.755279,cluster18
6804,523.2,36.61,3546,30.94,-2978698.486185,4996306.615201,2626133.225142,cluster5
6805,487.8,36.92,3506,30.94,-3007996.892071,4945905.574975,2689002.672757,cluster18
6806,523.2,36.61,3546,30.94,-2979158.10643,4995513.437367,2627120.60151,cluster18
6807,487.8,36.92,3506,30.94,-3008419.533371,4945149.735635,2689919.819763,cluster18
6808,523.8,36.69,3546,30.94,-2979547.595146,4994846.051533,2627947.722205,cluster18
6809,487.8,36.92,3506,30.94,-3008843.271641,4944395.912418,2690831.444244,cluster18
6810,523.8,36.69,3546,30.94,-2980006.269448,4994052.521945,2628935.568438,cluster18
6811,487.8,36.92,3506,30.94,-3009226.577335,4943706.621412,2691669.162628,cluster18
6812,523.8,36.69,3546,30.94,-2980551.105611,4993112.295525,2630103.589598,cluster18
6813,487.8,36.92,3506,30.94,-3009671.15442,4942910.13154,2692634.696193,cluster18
6814,523.8,36.69,3546,30.94,-2981010.740546,4992318.127038,2631090.052449,cluster18
6815,487.8,36.92,3506,30.94,-3010091.268755,4942147.49377,2693546.744053,cluster18
6816,523.8,36.69,3546,30.94,-2981458.702649,4991540.0782,2632058.478268,cluster18
6817,487.8,36.92,3506,30.94,-3010505.421465,4941406.15012,2694443.862041,cluster18
6818,523.8,36.69,3546,30.94,-2981910.955938,4990759.154539,2633026.83107,cluster18
6819,487.8,36.92,3506,30.94,-3010940.846583,4940625.015532,2695389.588369,cluster18
6820,523.8,36.69,3546,30.94,-2982381.344753,4989947.102257,2634032.955761,cluster18
6821,487.8,36.92,3506,30.94,-3011365.274615,4939863.508688,2696311.008986,cluster18
6822,523.8,36.69,3546,30.94,-2982819.473397,4989183.951821,2634982.289296,cluster18
6823,487.8,36.92,3506,30.94,-3011795.207456,4939091.464451,2697244.982002,cluster18
6824,523.8,36.69,3546,30.94,-2983235.550096,4988466.174544,2635870.076269,cluster18
6825,487.8,36.92,3506,30.94,-3012174.188881,4938410.988423,2698067.62778,cluster18
6826,523.8,36.69,3546,30.94,-2983772.445082,4987520.399157,2637033.405248,cluster18
6827,487.8,36.92,3506,30.94,-3012616.370364,4937614.082678,2699032.258859,cluster18
6828,523.8,36.69,3546,30.94,-2984205.279522,4986769.450353,2637963.64932,cluster18
6829,487.8,36.92,3506,30.94,-3013039.726494,4936852.255252,2699953.106111,cluster18
6830,523.8,36.69,3546,30.94,-2984665.244654,4985972.01943,2638950.419249,cluster18
6831,487.8,36.92,3506,30.94,-3013472.087632,4936072.657216,2700895.78817,cluster15
6832,523.8,36.69,3546,30.94,-2985134.019859,4985158.945202,2639956.077473,cluster18
6833,487.2,36.82,3506,30.94,-3013866.639304,4935365.18729,2701748.268693,cluster15
6834,523.8,36.69,3546,30.94,-2985592.714277,4984360.866822,2640944.113415,cluster18
6835,487.2,36.82,3506,30.94,-3014293.901177,4934589.676378,2702687.988266,cluster15
6836,523.8,36.69,3546,30.94,-2986060.651821,4983545.905061,2641952.859578,cluster18
6837,487.2,36.82,3506,30.94,-3014702.293353,4933853.764629,2703575.86735,cluster15
6838,523.8,36.69,3546,30.94,-2986497.509235,4982780.316797,2642902.922603,cluster18
6839,487.8,36.92,3506,30.94,-3015114.164356,4933108.653791,2704476.094293,cluster15
6840,523.8,36.69,3546,30.94,-2986930.455676,4982028.341037,2643831.117621,cluster18
6841,487.8,36.92,3506,30.94,-3015545.397403,4932328.296451,2705418.431785,cluster15
6842,523.8,36.69,3546,30.94,-2987391.188862,4981228.301713,2644817.84011,cluster18
6843,487.8,36.92,3506,30.94,-3015962.443672,4931574.086433,2706328.311051,cluster15
6844,523.8,36.69,3546,30.94,-2987875.553452,4980381.394721,2645865.407884,cluster18
6845,487.8,36.92,3506,30.94,-3016396.335614,4930790.401253,2707272.524926,cluster15
6846,524.4,36.78,3546,30.94,-2988350.563633,4979549.703152,2646894.138251,cluster18
6847,487.8,36.92,3506,30.94,-3016819.623354,4930025.369481,2708193.969276,cluster15
6848,524.4,36.78,3546,30.94,-2988799.136938,4978766.194188,2647861.367044,cluster18
6849,487.8,36.92,3506,30.94,-3017229.435462,4929287.422573,2709080.544807,cluster15
6850,524.4,36.78,3546,30.94,-2989233.907537,4978010.721199,2648790.822639,cluster18
6851,488.4,37.01,3506,30.94,-3017618.780852,4928581.924899,2709930.342613,cluster15
6852,524.6,36.63,3546,30.94,-2989717.46006,4977164.477446,2649835.12504,cluster18
6853,488.4,37.01,3506,30.94,-3018066.037222,4927770.917998,2710906.957736,cluster15
6854,524.6,36.63,3546,30.94,-2990131.06796,4976441.722899,2650725.7292,cluster18
6855,488.8,37.27,3506,30.94,-3018464.65811,4927053.158928,2711767.621985,cluster15
6856,524.6,36.63,3546,30.94,-2990647.775091,4975530.973662,2651852.24549,cluster18
6857,491.5,38.81,3506,38.67,-3018922.566604,4926259.222391,2712700.125238,cluster15
6858,525.2,36.72,3546,30.94,-2991104.185553,4974729.642053,2652840.676724,cluster18
6859,493.9,40.24,3506,38.67,-3019397.033843,4925472.659194,2713600.190588,cluster15
6860,524.4,36.78,3546,30.94,-2991546.814722,4973959.297939,2653785.875726,cluster18
6861,495.8,41.73,3506,38.67,-3019876.787781,4924704.97505,2714441.596296,cluster15
6862,525.2,36.72,3546,30.94,-2992012.871508,4973141.465284,2654792.997475,cluster18
6863,498.1,42.88,3506,38.67,-3020406.675552,4923901.619797,2715309.271004,cluster15
6864,525.2,36.72,3546,30.94,-2992470.845695,4972338.544489,2655780.592046,cluster18
6865,501.4,44.6,3506,42.19,-3020957.487841,4923102.91568,2716144.624766,cluster15
6866,524.4,36.78,3546,30.94,-2992928.394311,4971535.552944,2656768.109711,cluster18
6867,503.6,46.13,3506,42.19,-3021579.657001,4922235.513481,2717024.477361,cluster15
6868,525.2,36.72,3546,30.94,-2993250.6803,4970972.275464,2657458.921205,cluster18
6869,505.4,47.57,3506,42.19,-3022153.682452,4921463.340835,2717784.720838,cluster15
6870,525.2,36.72,3546,30.94,-2993834.082002,4969944.116727,2658724.484126,cluster18
6871,507.3,48.68,3506,42.19,-3022809.750939,4920612.925006,2718594.809134,cluster6
6872,525.2,36.72,3546,30.94,-2994218.750352,4969269.476829,2659552.191279,cluster18
6873,508.2,48.91,3506,44.3,-3023478.295066,4919757.846414,2719398.796845,cluster6
6874,525.2,36.72,3546,30.94,-2994738.69326,4968352.045986,2660680.556301,cluster18
6875,508.2,48.91,3506,44.3,-3024056.67576,4919013.252806,2720102.557786,cluster6
6876,525.2,36.72,3546,30.94,-2995206.120288,4967531.548506,2661686.218927,cluster18
6877,508.8,48.82,3506,44.3,-3024727.772488,4918153.567633,2720910.779847,cluster6
6878,525.2,36.72,3546,30.94,-2995654.641886,4966742.682222,2662653.434372,cluster18
6879,508.8,48.82,3506,44.3,-3025396.0487,4917293.208946,2721722.676932,cluster6
6880,525.8,36.8,3546,30.94,-2996120.683804,4965920.778393,2663661.875546,cluster18
6881,508.8,48.82,3506,44.3,-3026047.64896,4916449.073589,2722523.134409,cluster6
6882,525.8,36.8,3546,30.94,-2996574.866737,4965115.522444,2664651.915967,cluster18
6883,508.8,48.82,3506,44.3,-3026691.099499,4915621.736153,2723301.676208,cluster6
6884,525.2,36.72,3546,30.94,-2997032.401158,4964309.599929,2665638.741259,cluster18
6885,525.8,36.8,3546,30.94,-2997480.893479,4963518.705494,2666607.070769,cluster18
6886,525.8,36.8,3546,30.94,-2997934.346759,4962706.511456,2667590.55812,cluster18
6887,525.2,36.72,3546,30.94,-2998352.47784,4961966.412788,2668497.215492,cluster18
6888,525.2,36.72,3546,30.94,-2998833.795275,4961110.429186,2669547.682629,cluster18
6889,525.8,36.8,3546,30.94,-2999329.285716,4960238.860596,2670610.404716,cluster18
6890,525.8,36.8,3546,30.94,-2999776.544209,4959447.527421,2671577.541391,cluster18
6891,525.8,36.8,3546,30.94,-3000240.247998,4958624.012341,2672585.267231,cluster18
6892,525.8,36.8,3546,30.94,-3000699.269159,4957813.1352,2673574.099327,cluster18
6893,525.8,36.8,3546,30.94,-3001127.758775,4957053.426033,2674501.665554,cluster18
6894,525.8,36.8,3546,30.94,-3001602.58113,4956214.651371,2675523.112698,cluster18
6895,525.8,36.8,3546,30.94,-3002041.108016,4955435.471135,2676474.197389,cluster18
6896,525.8,36.8,3546,30.94,-3002523.899875,4954578.945634,2677518.133319,cluster18
6897,525.8,36.8,3546,30.94,-3002969.393738,4953785.991288,2678485.546887,cluster18
6898,525.8,36.8,3546,30.94,-3003385.228358,4953043.411091,2679392.42927,cluster18
6899,525.8,36.8,3546,30.94,-3003861.3737,4952202.035748,2680413.680167,cluster18
6900,525.8,36.8,3546,30.94,-3004330.621985,4951360.27597,2681442.631018,cluster18
6901,525,36.87,3546,30.94,-3004767.23962,4950584.626795,2682385.382591,cluster18
6902,525,36.87,3546,30.94,-3005223.662602,4949772.106304,2683373.340682,cluster18
6903,525,36.87,3546,30.94,-3005673.238823,4948965.496691,2684357.380469,cluster18
6904,525,36.87,3546,30.94,-3006122.550497,4948170.56708,2685319.515919,cluster18
6905,525,36.87,3546,30.94,-3006600.917515,4947314.925572,2686360.288961,cluster18
6906,525,36.87,3546,30.94,-3007019.152367,4946568.366335,2687266.802267,cluster18
6907,524.4,36.78,3546,30.94,-3007472.018871,4945758.023086,2688251.343324,cluster18
6908,524.4,36.78,3546,30.94,-3007957.254353,4944886.842979,2689310.863068,cluster18
6909,525,36.87,3546,30.94,-3008401.5513,4944092.850686,2690273.525503,cluster18
6910,523.6,36.85,3546,30.94,-3008835.562382,4943315.802166,2691215.913058,cluster18
6911,523.6,36.85,3546,30.94,-3009313.12419,4942450.485732,2692252.979297,cluster18
6912,523.6,36.85,3546,30.94,-3009772.594323,4941624.275069,2693255.807082,cluster18
6913,523.6,36.85,3546,30.94,-3010134.573427,4940975.225641,2694041.955377,cluster18
6914,523.6,36.85,3546,30.94,-3010638.616589,4940068.747688,2695140.863903,cluster18
6915,523.6,36.85,3546,30.94,-3011088.454785,4939258.505414,2696123.165218,cluster18
6916,523.6,36.85,3546,30.94,-3011557.463765,4938415.56955,2697143.246611,cluster18
6917,524.2,36.94,3546,30.94,-3012010.545931,4937605.329412,2698120.544013,cluster18
6918,524.2,36.94,3546,30.94,-3012468.402853,4936778.936184,2699121.383882,cluster18
6919,523.6,36.85,3546,30.94,-3012911.965986,4935982.84723,2700082.073741,cluster18
6920,523.6,36.85,3546,30.94,-3013362.39245,4935171.703158,2701061.965225,cluster18
6921,523.6,36.85,3546,30.94,-3013823.875248,4934343.864157,2702059.338193,cluster18
6922,524.2,36.94,3546,30.94,-3014233.411649,4933597.898223,2702964.503395,cluster18
6923,524.2,36.94,3546,30.94,-3014666.589729,4932819.23259,2703902.394545,cluster15
6924,523.6,36.85,3546,30.94,-3015144.252968,4931957.462202,2704941.609849,cluster15
6925,523.6,36.85,3546,30.94,-3015582.731213,4931163.57429,2705900.031907,cluster15
6926,523.6,36.85,3546,30.94,-3016077.000825,4930268.396603,2706980.134841,cluster15
6927,524.2,36.94,3546,30.94,-3016501.329653,4929505.220378,2707897.043525,cluster15
6928,523.6,36.85,3546,30.94,-3016977.915,4928642.750495,2708935.821731,cluster15
6929,524,37.09,3546,30.94,-3017417.690242,4927848.096014,2709891.513159,cluster15
6930,524.9,38.11,3546,39.38,-3017849.997379,4927090.715742,2710787.129237,cluster15
6931,527.3,39.3,3546,39.38,-3018371.933697,4926214.639438,2711798.035238,cluster15
6932,528.7,40.17,3546,39.38,-3018904.537814,4925348.533735,2712778.207053,cluster15
6933,530.1,41.18,3546,39.38,-3019407.597493,4924557.960382,2713653.449302,cluster15
6934,500.6,36.96,2633,0,-3001691.609907,4954039.465565,2676507.204257,cluster18
6935,531.7,42.18,3546,39.38,-3019950.391903,4923726.542996,2714557.965508,cluster15
6936,500,36.87,2633,0,-3002120.349375,4953278.134114,2677435.24586,cluster18
6937,532.7,43.25,3546,39.38,-3020513.850225,4922889.734935,2715448.604952,cluster15
6938,500,36.87,2633,0,-3002547.597532,4952495.06254,2678368.244129,cluster18
6939,534.6,44.24,3546,39.38,-3021164.417062,4921938.634793,2716430.887059,cluster15
6940,500,36.87,2633,0,-3002976.598006,4951733.043182,2679296.044107,cluster18
6941,536.7,45.38,3546,39.38,-3021785.412993,4921080.503608,2717312.639852,cluster15
6942,500,36.87,2633,0,-3003401.280368,4950978.932941,2680213.46645,cluster18
6943,538.3,46.43,3546,39.38,-3022366.609695,4920272.988989,2718110.541199,cluster15
6944,500,36.87,2633,0,-3003794.657814,4950278.837731,2681065.637669,cluster18
6945,539.4,47.55,3546,42.89,-3023060.066255,4919346.577056,2719016.037904,cluster6
6946,499.4,36.78,2633,0,-3004254.410389,4949461.001088,2682060.235612,cluster18
6947,541.3,48.6,3546,42.89,-3023739.511239,4918467.328442,2719851.031026,cluster6
6948,499.4,36.78,2633,0,-3004700.789642,4948668.699517,2683022.015979,cluster18
6949,541.5,48.89,3546,45,-3024399.552588,4917619.887913,2720649.390873,cluster6
6950,499.4,36.78,2633,0,-3005125.419661,4947895.126311,2683954.853763,cluster18
6951,541.5,48.89,3546,45,-3025030.737012,4916809.050129,2721413.038929,cluster6
6952,499.4,36.78,2633,0,-3005580.068012,4947080.514356,2684947.199694,cluster18
6953,540.7,48.82,3546,45,-3025741.23241,4915891.459325,2722280.712635,cluster6
6954,498.6,36.85,2633,0,-3005976.743292,4946372.278152,2685807.835757,cluster18
6955,540.7,48.82,3546,45,-3026465.689326,4914957.064178,2723162.428569,cluster6
6956,498.6,36.85,2633,0,-3006430.975129,4945561.140031,2686792.963348,cluster18
6957,174.4,49.18,7402,54.14,-2976203.223492,4955025.227354,2682425.81258,cluster19
6958,174.4,49.18,7402,54.14,-2976424.677534,4954749.92692,2682688.608819,cluster19
6959,175.1,48.94,7402,54.14,-2976622.879053,4954501.179288,2682928.096607,cluster19
6960,175,48.48,7402,54.14,-2976850.125997,4954219.706839,2683195.72431,cluster19
6961,174.2,48.26,7402,54.14,-2977074.181299,4953934.322613,2683474.038913,cluster19
6962,175.1,48.94,7402,54.14,-2977305.858879,4953642.46022,2683755.776934,cluster19
6963,174.4,49.18,7402,54.14,-2977499.317109,4953402.171343,2683984.652858,cluster19
6964,175.1,48.94,7402,54.14,-2977751.071741,4953090.511904,2684280.50078,cluster19
6965,175,48.48,7402,54.14,-2977990.780771,4952790.368049,2684568.373322,cluster19
6966,175,48.48,7402,54.14,-2978185.164274,4952544.449473,2684806.412858,cluster19
6967,174.2,48.26,7402,54.14,-2978185.164274,4952544.449473,2684806.412858,cluster19
6968,174.2,48.26,7402,54.14,-2978635.927102,4951975.528911,2685355.701965,cluster19
6969,173.6,48.5,7402,54.14,-2978865.207965,4951686.148706,2685634.976821,cluster19
6970,173.7,48.97,7402,54.14,-2979096.581011,4951394.211514,2685916.565053,cluster19
6971,174.5,49.65,7402,54.14,-2979321.322797,4951117.495699,2686177.371386,cluster19
6972,174,50.36,7402,54.14,-2979551.715212,4950837.28802,2686438.273097,cluster19
6973,173.2,50.15,7402,54.14,-2979635.42407,4950737.382523,2686529.54202,cluster19
6974,173.8,49.43,7402,54.14,-2980007.848091,4950282.133684,2686955.320336,cluster19
6975,175.1,48.94,7402,54.14,-2980222.665956,4950012.505414,2687213.785466,cluster19
6976,176.5,48.91,7402,54.14,-2980455.604701,4949703.208083,2687489.011294,cluster19
6977,176.4,48.45,7402,54.14,-2980662.965064,4949411.284166,2687742.461008,cluster19
6978,176.4,48.45,7402,54.14,-2980876.354308,4949120.802128,2688004.562788,cluster19
6979,177.1,48.66,7402,54.14,-2981111.848098,4948762.304082,2688295.039476,cluster19
6980,177.2,49.12,7402,54.14,-2981247.656205,4948582.864206,2688456.685443,cluster19
6981,176.6,49.36,7402,54.14,-2981543.862325,4948150.345281,2688815.909022,cluster19
6982,175.2,49.4,7402,54.14,-2981758.510029,4947840.794708,2689075.278143,cluster19
6983,174.3,48.72,7402,54.14,-2981963.792319,4947543.866314,2689321.733415,cluster19
6984,168.1,49.58,7402,54.14,-2982602.789233,4946678.590758,2690078.346414,cluster19
6985,168.8,49.33,7402,54.14,-2982820.873344,4946374.907159,2690340.792099,cluster19
6986,168,49.1,7402,54.14,-2983009.785048,4946111.702566,2690561.09114,cluster19
6987,166.6,49.14,7402,54.14,-2983222.881971,4945810.353724,2690824.630943,cluster19
6988,165.9,48.91,7402,54.14,-2983435.649942,4945512.78648,2691081.509612,cluster19
6989,163.8,49.21,7402,54.14,-2983624.805815,4945245.777296,2691308.341347,cluster19
6990,160.9,48.78,7402,54.14,-2983826.241901,4944964.416518,2691547.86777,cluster19
6991,158,48.85,7402,54.14,-2984021.35147,4944693.865947,2691792.521652,cluster19
6992,153.2,49.24,7402,54.14,-2984216.915285,4944421.363987,2692022.156714,cluster19
6993,149.7,49.61,7402,54.14,-2984391.188528,4944174.471866,2692228.300455,cluster19
6994,146.8,49.14,7402,54.14,-2984567.73153,4943921.025721,2692443.913323,cluster19
6995,143.2,48.96,7402,54.14,-2984745.532452,4943680.022171,2692653.266409,cluster19
6996,141.8,49,7402,54.14,-2984928.459364,4943406.972061,2692879.657351,cluster19
6997,139.6,48.78,7402,54.14,-2985112.839385,4943157.60707,2693096.961915,cluster19
6998,136.8,48.85,7402,54.14,-2985275.118723,4942930.350052,2693298.136032,cluster19
6999,135.4,48.89,7402,54.14,-2985438.169331,4942695.032382,2693495.177432,cluster19
7000,434.9,55.4,1543,16.17,-2938171.066237,5073894.484854,2512846.8517,cluster10
7001,429.2,49.63,1543,16.17,-2938775.003257,5073223.789544,2513494.702488,cluster10
7002,424.3,45,1543,16.17,-2939276.011558,5072593.591992,2514180.688886,cluster10
7003,416.4,38.47,1543,16.17,-2939677.060321,5072005.322175,2514879.188935,cluster10
7004,412.6,35.23,1543,9.14,-2940085.386674,5071322.84955,2515778.014209,cluster10
7005,409.2,32.52,1543,9.14,-2940392.000728,5070772.6964,2516547.81427,cluster10
7006,405.5,30.04,1543,9.14,-2940672.459055,5070197.751139,2517378.400419,cluster10
7007,401.7,27.59,1543,9.14,-2940901.844725,5069656.596481,2518180.866327,cluster10
7008,398.5,25.41,1543,9.14,-2941103.900006,5069117.162269,2519030.683943,cluster10
7009,395.1,23.26,1543,9.14,-2941268.673735,5068599.180817,2519880.448595,cluster10
7010,392.4,21.53,1543,9.14,-2941411.422782,5068082.062327,2520773.057903,cluster10
7011,389.3,19.51,1543,9.14,-2941510.383319,5067568.644058,2521651.052162,cluster10
7012,384.6,17.4,1543,9.14,-2941569.324633,5067051.966694,2522543.307743,cluster10
7013,383.7,16.97,1543,9.14,-2941617.785831,5066562.332599,2523393.060153,cluster10
7014,383,17.16,1543,7.73,-2941660.514745,5066097.315798,2524199.704576,cluster10
7015,382.1,17.2,1543,7.73,-2941709.747673,5065550.53012,2525123.96705,cluster10
7016,381.1,17.25,1543,7.73,-2941741.637489,5065232.495564,2525666.986249,cluster10
7017,380.2,17.29,1543,7.73,-2941802.664396,5064602.573009,2526743.438652,cluster10
7018,380.5,17.43,1543,7.73,-2941857.902449,5064086.94156,2527635.500655,cluster10
7019,380.5,17.43,1543,7.73,-2941890.448906,5063762.253734,2528190.357239,cluster10
7020,372.6,17.66,1543,7.73,-2942536.938379,5057799.92593,2538486.935264,cluster10
7021,371.3,17.56,1543,7.73,-2942595.233532,5057290.698155,2539376.323379,cluster10
7022,370,17.46,1543,7.73,-2942653.50974,5056863.343224,2540140.60028,cluster10
7023,369.1,17.5,1543,7.73,-2942717.942323,5056396.080894,2540995.986749,cluster10
7024,369.1,17.5,1543,7.73,-2942781.199876,5055957.521581,2541795.265014,cluster10
7025,369.1,17.5,1543,7.73,-2942849.784241,5055467.092997,2542691.18035,cluster10
7026,369.1,17.5,1543,7.73,-2942908.342227,5055010.453221,2543512.024868,cluster10
7027,368.1,17.55,1543,7.73,-2942968.426024,5054566.444743,2544305.662996,cluster10
7028,367.2,17.6,1543,7.73,-2943019.839033,5054087.529625,2545140.125907,cluster10
7029,365.9,17.49,1543,7.73,-2943075.869568,5053616.415783,2545953.401498,cluster10
7030,364,17.59,1543,7.73,-2943128.650665,5053087.882578,2546864.926004,cluster10
7031,361.8,17.53,1543,7.73,-2943174.301552,5052620.800095,2547662.383038,cluster10
7032,359.6,17.48,1543,7.73,-2943223.943165,5052178.073502,2548425.682378,cluster10
7033,357.1,17.27,1543,7.73,-2943264.246376,5051722.018459,2549206.804902,cluster10
7034,355.8,17.16,1543,7.73,-2943303.299502,5051295.299414,2549930.93679,cluster10
7035,354.9,17.21,1543,7.73,-2943357.762875,5050759.109966,2550853.774525,cluster10
7036,355.2,17.36,1543,7.73,-2943399.278543,5050294.403722,2551649.623265,cluster10
7037,357,17.78,1543,9.14,-2943746.236646,5047109.257673,2557107.603572,cluster10
7038,357,17.78,1543,9.14,-2943792.434151,5046632.689356,2557899.855128,cluster10
7039,356.1,17.82,1543,9.84,-2943846.863411,5046182.850922,2558667.573076,cluster10
7040,356.1,17.82,1543,9.84,-2943901.768813,5045708.60578,2559482.548486,cluster10
7041,355.8,17.67,1543,9.84,-2943955.102772,5045192.902729,2560361.695258,cluster10
7042,354.8,17.72,1543,9.84,-2944003.486974,5044761.438228,2561099.176356,cluster10
7043,354.8,17.72,1543,9.84,-2944056.507007,5044256.681996,2561956.383817,cluster10
7044,354.8,17.72,1543,9.84,-2944101.187886,5043819.81464,2562689.171457,cluster10
7045,354.8,17.72,1543,9.84,-2944161.298555,5043357.07895,2563511.720778,cluster10
7046,353.6,17.62,1543,9.84,-2944212.907538,5042919.270359,2564275.70978,cluster10
7047,353.6,17.62,1543,9.84,-2944279.442039,5042477.982972,2565085.940572,cluster10
7048,353.3,17.46,1543,9.84,-2944343.011533,5042011.273837,2565930.254126,cluster10
7049,353.3,17.46,1543,9.84,-2944386.555191,5041658.455537,2566573.465814,cluster10
7050,353,17.31,1543,9.84,-2944450.283424,5041167.2967,2567464.963582,cluster10
7051,353,17.31,1543,9.84,-2944513.919107,5040690.603845,2568327.771252,cluster10
7052,352,17.35,1543,9.84,-2944568.174474,5040252.462358,2569125.319184,cluster10
7053,352,17.35,1543,9.84,-2944620.55303,5039839.848357,2569874.632288,cluster10
7054,352,17.35,1543,9.84,-2944678.934978,5039391.124418,2570687.571279,cluster10
7055,352,17.35,1543,9.84,-2944734.940428,5038957.782277,2571472.753725,cluster10
7056,351.1,16.89,1543,9.84,-2944788.127126,5038515.23908,2572278.872127,cluster10
7057,351.1,16.89,1543,9.84,-2944831.551149,5038111.966072,2573018.942171,cluster10
7058,351.7,17.2,1543,9.84,-2944895.626266,5037621.779527,2573905.219881,cluster10
7059,352,17.35,1543,9.84,-2944943.404218,5037246.250381,2574585.41965,cluster10
7060,352.3,17.51,1543,9.84,-2945002.800951,5036773.019189,2575443.181214,cluster10
7061,352.6,17.66,1543,9.84,-2945059.811724,5036367.796179,2576170.345896,cluster10
7062,352.6,17.66,1543,9.84,-2945121.167892,5035928.91317,2576958.053991,cluster10
7063,352.6,17.66,1543,9.84,-2945183.626565,5035451.042248,2577820.344987,cluster10
7064,352.6,17.66,1543,9.84,-2945247.266353,5035003.495432,2578621.698723,cluster10
7065,352.9,17.82,1543,9.84,-2945295.980001,5034637.555579,2579280.480724,cluster10
7066,353.9,17.77,1543,9.84,-2945370.456811,5034096.172937,2580251.948523,cluster10
7067,353.9,17.77,1543,9.84,-2945423.528109,5033695.869026,2580972.231991,cluster10
7068,353.9,17.77,1543,9.84,-2945476.589917,5033327.040465,2581630.896559,cluster10
7069,353.9,17.77,1543,9.84,-2945547.243619,5032789.841626,2582597.407597,cluster10
7070,354.8,17.72,1543,9.84,-2945610.902361,5032336.885476,2583407.325039,cluster10
7071,169,50.28,6276,52.73,-2995812.632917,4931294.968927,2703250.715615,cluster19
7072,169,50.28,6276,52.73,-2996068.186576,4931052.295014,2703535.882455,cluster19
7073,170.7,48.56,6276,52.73,-2996290.783416,4930815.711593,2703792.516546,cluster19
7074,170.7,48.56,6276,343.83,-2996538.017937,4930508.971783,2704095.839121,cluster7
7075,172.8,48.28,6276,343.83,-2996752.007004,4930248.188314,2704352.129274,cluster7
7076,172.6,43.12,6276,343.83,-2996942.474139,4929982.271034,2704625.823095,cluster7
7077,172.6,35.81,6276,343.83,-2997113.585877,4929717.882083,2704954.011033,cluster7
7078,173.3,29.38,6276,343.83,-2997244.978149,4929471.920429,2705310.499283,cluster7
7079,172.7,25.38,6276,343.83,-2997326.413499,4929282.77722,2705636.686555,cluster7
7080,175.2,17.61,6276,343.83,-2997386.835001,4929052.502466,2706114.846526,cluster7
7081,175.9,10.48,6276,343.83,-2997395.258823,4928905.712012,2706498.455619,cluster7
7082,178.2,2.57,6276,343.83,-2997356.159819,4928760.034444,2706986.411728,cluster7
7083,164.2,93.14,4306,92.81,-3026591.036439,4914822.094289,2699520.081989,cluster15
7084,173.4,93.64,4306,92.81,-3026979.06655,4914625.894763,2699514.156339,cluster15
7085,179.4,93.84,4306,92.81,-3027364.210715,4914419.813914,2699493.412642,cluster15
7086,186.4,93.69,4306,92.81,-3027793.28916,4914195.728729,2699474.083525,cluster15
7087,194.7,94.71,4306,92.81,-3028228.388883,4913986.204134,2699457.382085,cluster15
7088,201.9,95.4,4306,96.33,-3028710.950166,4913744.417511,2699428.08299,cluster15
7089,208.8,94.95,4306,96.33,-3029191.118072,4913498.539923,2699390.820392,cluster15
7090,216.9,95.29,4306,96.33,-3029644.271332,4913258.550493,2699355.064364,cluster15
7091,220.3,96.25,4306,253.12,-3030162.240647,4913024.228642,2699326.077981,cluster7
7092,225.6,102.8,4306,265.08,-3030695.091147,4912804.216155,2699272.209764,cluster7
7093,230.3,113,4306,248.91,-3031226.391283,4912629.046394,2699138.344356,cluster7
7094,234.4,122.81,4306,215.16,-3031784.241706,4912491.286898,2698906.441589,cluster7
7095,239.9,132.8,4306,215.16,-3032294.894458,4912423.936897,2698599.263534,cluster7
7096,242.5,141.19,4306,215.16,-3032797.29451,4912412.779595,2698180.929016,cluster7
7097,245.7,151.04,4306,215.16,-3033229.411761,4912488.34326,2697719.54692,cluster7
7098,248.6,160.25,4306,215.16,-3033586.93075,4912618.724134,2697224.073632,cluster7
7099,250.3,169.41,4306,215.16,-3033882.799524,4912814.941202,2696677.877655,cluster7
7100,252,179.77,4306,215.16,-3034100.585337,4913069.973873,2696130.232027,cluster7
7101,254,187.24,4306,215.16,-3034222.33099,4913358.803501,2695574.893653,cluster7
7102,252.4,199.44,4306,215.16,-3034258.921149,4913736.111244,2695008.020741,cluster7
7103,250,207.38,4306,215.16,-3034205.614994,4914108.500029,2694551.179496,cluster9
7104,246.7,215.43,4306,215.16,-3034048.599569,4914595.796258,2694037.445761,cluster9
7105,246,217.57,4306,224.3,-3033874.735696,4915043.0233,2693615.6123,cluster9
7106,249,216.18,4306,224.3,-3033706.42143,4915486.262378,2693194.657265,cluster9
7107,252.5,215.33,4306,224.3,-3033523.51869,4915902.668315,2692730.764753,cluster9
